sample_id,filetype,filename,path,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,study,accession,bioproject_accession,biosample_accession,generator_contact,generator_facility,library_strategy,library_source,platform,instrument_model,total_gpb,n50,mm_tag,primrose_filename,lima_version
HG03710,bam,m64043_210514_184131.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210514_184131.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.6,11.72,HG03710.m64043_210514_184131.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210514_184131.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189648,PRJNA701308,SAMN26237513,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.92,19797,TRUE,m64043_210514_184131.5mc.hifi_reads.bam,
HG03831,bam,m64136_210612_053350.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210612_053350.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,6.2,7.64,HG03831.m64136_210612_053350.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03831.m64136_210612_053350.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189647,PRJNA701308,SAMN26237514,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,19.14,21495,TRUE,m64136_210612_053350.5mc.hifi_reads.bam,
HG00544,bam,m64136_210522_014758.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/m64136_210522_014758.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,6,7.29,HG00544.m64136_210522_014758.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00544.m64136_210522_014758.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189653,PRJNA701308,SAMN26237491,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,18.54,19452,TRUE,m64136_210522_014758.5mc.hifi_reads.bam,
HG00609,bam,m64136_210622_163607.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/m64136_210622_163607.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11,12.6,HG00609.m64136_210622_163607.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00609.m64136_210622_163607.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189646,PRJNA701308,SAMN26237492,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,34.2,19801,TRUE,m64136_210622_163607.5mc.hifi_reads.bam,
HG00738,bam,m64043_210531_080529.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/m64043_210531_080529.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,9,10,HG00738.m64043_210531_080529.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64043_210531_080529.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189645,PRJNA701308,SAMN26237493,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,28.02,21025,TRUE,m64043_210531_080529.5mc.hifi_reads.bam,
HG01099,bam,m64043_210705_162656.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210705_162656.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,12.3,13.79,HG01099.m64043_210705_162656.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01099.m64043_210705_162656.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189644,PRJNA701308,SAMN26237494,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,38.09,19451,TRUE,m64043_210705_162656.5mc.hifi_reads.bam,
HG01255,bam,m64136_210516_022225.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64136_210516_022225.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.3,12.61,HG01255.m64136_210516_022225.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01255.m64136_210516_022225.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189643,PRJNA701308,SAMN26237495,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,35.01,20969,TRUE,m64136_210516_022225.5mc.hifi_reads.bam,
HG01496,bam,m64043_210627_054642.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210627_054642.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.2,11.66,HG01496.m64043_210627_054642.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01496.m64043_210627_054642.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189641,PRJNA701308,SAMN26237497,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.56,22663,TRUE,m64043_210627_054642.5mc.hifi_reads.bam,
HG01943,bam,m64043_210718_100009.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210718_100009.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10,10.82,HG01943.m64043_210718_100009.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01943.m64043_210718_100009.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189663,PRJNA701308,SAMN26237499,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.88,18789,TRUE,m64043_210718_100009.5mc.hifi_reads.bam,
HG01981,bam,m64136_210627_054246.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210627_054246.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,12.4,14.18,HG01981.m64136_210627_054246.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01981.m64136_210627_054246.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189662,PRJNA701308,SAMN26237500,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,38.3,22091,TRUE,m64136_210627_054246.5mc.hifi_reads.bam,
HG01993,bam,m64043_210622_163331.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210622_163331.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,12.6,14.4,HG01993.m64043_210622_163331.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01993.m64043_210622_163331.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189661,PRJNA701308,SAMN26237501,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,39.18,20513,TRUE,m64043_210622_163331.5mc.hifi_reads.bam,
HG02004,bam,m64136_210702_183526.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m64136_210702_183526.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.7,11.92,HG02004.m64136_210702_183526.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02004.m64136_210702_183526.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189660,PRJNA701308,SAMN26237502,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.14,19065,TRUE,m64136_210702_183526.5mc.hifi_reads.bam,
HG02280,bam,m64136_210718_091611.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210718_091611.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.4,12.75,HG02280.m64136_210718_091611.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02280.m64136_210718_091611.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189657,PRJNA701308,SAMN26237505,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,35.48,19243,TRUE,m64136_210718_091611.5mc.hifi_reads.bam,
HG02602,bam,m64043_210613_133026.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210613_133026.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,8.1,9.69,HG02602.m64043_210613_133026.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02602.m64043_210613_133026.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189655,PRJNA701308,SAMN26237507,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,25.14,19611,TRUE,m64043_210613_133026.5mc.hifi_reads.bam,
HG02615,bam,m64136_210530_004827.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210530_004827.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.6,11.47,HG02615.m64136_210530_004827.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02615.m64136_210530_004827.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189654,PRJNA701308,SAMN26237508,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.74,19404,TRUE,m64136_210530_004827.5mc.hifi_reads.bam,
HG02698,bam,m64136_210514_184433.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64136_210514_184433.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.2,11.04,HG02698.m64136_210514_184433.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02698.m64136_210514_184433.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189652,PRJNA701308,SAMN26237509,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,31.5,19577,TRUE,m64136_210514_184433.5mc.hifi_reads.bam,
HG02809,bam,m64043_210725_053930.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m64043_210725_053930.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,9.2,10.95,HG02809.m64043_210725_053930.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210725_053930.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189651,PRJNA701308,SAMN26237510,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,28.58,21941,TRUE,m64043_210725_053930.5mc.hifi_reads.bam,
HG03669,bam,m64043_210606_013256.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m64043_210606_013256.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.6,11.84,HG03669.m64043_210606_013256.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03669.m64043_210606_013256.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189649,PRJNA701308,SAMN26237512,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.95,20459,TRUE,m64043_210606_013256.5mc.hifi_reads.bam,
HG03710,bam,m64043_210516_020821.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210516_020821.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.4,12.49,HG03710.m64043_210516_020821.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210516_020821.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189648,PRJNA701308,SAMN26237513,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,35.21,20332,TRUE,m64043_210516_020821.5mc.hifi_reads.bam,
HG03831,bam,m64136_210613_130744.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210613_130744.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,6.2,7.68,HG03831.m64136_210613_130744.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03831.m64136_210613_130744.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189647,PRJNA701308,SAMN26237514,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,19.37,21472,TRUE,m64136_210613_130744.5mc.hifi_reads.bam,
HG00544,bam,m64136_210523_100337.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/m64136_210523_100337.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,5.6,6.79,HG00544.m64136_210523_100337.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00544.m64136_210523_100337.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189653,PRJNA701308,SAMN26237491,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,17.39,19416,TRUE,m64136_210523_100337.5mc.hifi_reads.bam,
HG00609,bam,m64136_210624_033152.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/m64136_210624_033152.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.6,12.74,HG00609.m64136_210624_033152.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00609.m64136_210624_033152.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189646,PRJNA701308,SAMN26237492,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,36.08,19987,TRUE,m64136_210624_033152.5mc.hifi_reads.bam,
HG00738,bam,m64043_210601_160048.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/m64043_210601_160048.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,9.2,10.04,HG00738.m64043_210601_160048.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64043_210601_160048.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189645,PRJNA701308,SAMN26237493,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,28.38,21316,TRUE,m64043_210601_160048.5mc.hifi_reads.bam,
HG01099,bam,m64043_210707_032602.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m64043_210707_032602.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,8.3,10.97,HG01099.m64043_210707_032602.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01099.m64043_210707_032602.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189644,PRJNA701308,SAMN26237494,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,25.86,19125,TRUE,m64043_210707_032602.5mc.hifi_reads.bam,
HG01255,bam,m64136_210519_033858.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m64136_210519_033858.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.5,11.45,HG01255.m64136_210519_033858.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01255.m64136_210519_033858.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189643,PRJNA701308,SAMN26237495,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.52,20797,TRUE,m64136_210519_033858.5mc.hifi_reads.bam,
HG01496,bam,m64043_210628_151651.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m64043_210628_151651.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.2,13.18,HG01496.m64043_210628_151651.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01496.m64043_210628_151651.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189641,PRJNA701308,SAMN26237497,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,34.86,22563,TRUE,m64043_210628_151651.5mc.hifi_reads.bam,
HG01943,bam,m64043_210719_210019.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m64043_210719_210019.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.7,11.7,HG01943.m64043_210719_210019.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01943.m64043_210719_210019.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189663,PRJNA701308,SAMN26237499,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.31,18792,TRUE,m64043_210719_210019.5mc.hifi_reads.bam,
HG01981,bam,m64136_210628_163953.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m64136_210628_163953.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,11.1,12.42,HG01981.m64136_210628_163953.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01981.m64136_210628_163953.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189662,PRJNA701308,SAMN26237500,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,34.53,22177,TRUE,m64136_210628_163953.5mc.hifi_reads.bam,
HG01993,bam,m64043_210624_032817.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m64043_210624_032817.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,9.8,10.95,HG01993.m64043_210624_032817.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01993.m64043_210624_032817.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189661,PRJNA701308,SAMN26237501,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,30.49,20675,TRUE,m64043_210624_032817.5mc.hifi_reads.bam,
HG02004,bam,m64136_210704_053041.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m64136_210704_053041.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,7.4,8.19,HG02004.m64136_210704_053041.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02004.m64136_210704_053041.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189660,PRJNA701308,SAMN26237502,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,22.89,19431,TRUE,m64136_210704_053041.5mc.hifi_reads.bam,
HG02280,bam,m64136_210719_201505.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m64136_210719_201505.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.6,11.91,HG02280.m64136_210719_201505.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02280.m64136_210719_201505.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189657,PRJNA701308,SAMN26237505,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.72,19228,TRUE,m64136_210719_201505.5mc.hifi_reads.bam,
HG02602,bam,m64043_210614_223013.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m64043_210614_223013.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,6.4,7.99,HG02602.m64043_210614_223013.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02602.m64043_210614_223013.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189655,PRJNA701308,SAMN26237507,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,19.75,19605,TRUE,m64043_210614_223013.5mc.hifi_reads.bam,
HG02615,bam,m64136_210531_083342.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210531_083342.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.5,11.56,HG02615.m64136_210531_083342.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02615.m64136_210531_083342.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189654,PRJNA701308,SAMN26237508,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.48,19380,TRUE,m64136_210531_083342.5mc.hifi_reads.bam,
HG02698,bam,m64136_210517_184202.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64136_210517_184202.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.6,11.53,HG02698.m64136_210517_184202.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02698.m64136_210517_184202.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189652,PRJNA701308,SAMN26237509,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,32.78,19578,TRUE,m64136_210517_184202.5mc.hifi_reads.bam,
HG02809,bam,m64043_210726_163819.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m64043_210726_163819.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,7.9,9.19,HG02809.m64043_210726_163819.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210726_163819.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189651,PRJNA701308,SAMN26237510,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,24.56,21931,TRUE,m64043_210726_163819.5mc.hifi_reads.bam,
HG03669,bam,m64043_210607_090252.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m64043_210607_090252.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,7.2,8.54,HG03669.m64043_210607_090252.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03669.m64043_210607_090252.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189649,PRJNA701308,SAMN26237512,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,22.27,20210,TRUE,m64043_210607_090252.5mc.hifi_reads.bam,
HG03710,bam,m64043_210517_175123.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210517_175123.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,10.8,11.63,HG03710.m64043_210517_175123.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03710.m64043_210517_175123.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189648,PRJNA701308,SAMN26237513,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,33.42,20381,TRUE,m64043_210517_175123.5mc.hifi_reads.bam,
HG03831,bam,m64136_210614_204240.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210614_204240.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,6,7.52,HG03831.m64136_210614_204240.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03831.m64136_210614_204240.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189647,PRJNA701308,SAMN26237514,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,18.67,21450,TRUE,m64136_210614_204240.5mc.hifi_reads.bam,
HG00544,bam,m64136_210525_165246.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/m64136_210525_165246.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,6.4,7.37,HG00544.m64136_210525_165246.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00544.m64136_210525_165246.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189653,PRJNA701308,SAMN26237491,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,19.95,18747,TRUE,m64136_210525_165246.5mc.hifi_reads.bam,
HG00738,bam,m64136_210602_151340.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/m64136_210602_151340.hifi_reads.bam,WUSTL_HPRC_HiFi_Year2,7.1,8.28,HG00738.m64136_210602_151340.dc.q20.fastq.gz,s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00738.m64136_210602_151340.dc.q20.fastq.gz,6.0.0,SRP305758,SRR18189645,PRJNA701308,SAMN26237493,tgraves@wustl.edu,Washington University,WGS,GENOMIC,PACBIO_SMRT,Sequel II,22.11,21035,TRUE,m64136_210602_151340.5mc.hifi_reads.bam,
